Template ID,MAE,RMSE
0,0.6272923964558005,1.2049634626074077
1,0.6284257160519267,1.2057754758861643
2,0.6316711312590151,1.210018962306268
3,0.6346589738306202,1.2128680207556335
4,0.6275499690912837,1.204129511166496
mean,0.6299196373377292,1.207551086544394
min,0.6272923964558005,1.204129511166496
