Template ID,MAE,RMSE
0,0.6098804862971358,1.1745243808116357
1,0.6102926025139089,1.1756641852714496
2,0.6084380795384299,1.1707023504743383
3,0.6091592829177828,1.171977745513005
4,0.6082835359571399,1.169579733290643
mean,0.6092107974448794,1.1724896790722144
min,0.6082835359571399,1.169579733290643
