Template ID,Hit@10,Hit@5,Hit@1,NDCG@10,NDCG@5
5-5,0.16572223366989491,0.10333814135586235,0.03575108180506903,0.08956253026346445,0.0695454247116048
5-8,0.17200700597568513,0.10709870183391716,0.0394601277560272,0.09425784701686371,0.0735042283372422
mean,0.16886461982279002,0.10521842159488975,0.03760560478054811,0.09191018864016408,0.07152482652442349
max,0.17200700597568513,0.10709870183391716,0.0394601277560272,0.09425784701686371,0.0735042283372422
