Template ID,MAE,RMSE
0,0.6100865444055223,1.1731639358763821
1,0.611580465691325,1.1765620987185266
2,0.6119925819080981,1.1795793219958886
3,0.6122501545435813,1.17912067737414
4,0.6098804862971358,1.1736468549087031
mean,0.6111580465691325,1.1764145777747281
min,0.6098804862971358,1.1731639358763821
