Template ID,MAE,RMSE
0,0.6102926025139089,1.1701741941932498
1,0.6107562332577787,1.1703722807293802
2,0.6111168349474552,1.1736468549087031
3,0.6116319802184216,1.1730321961814965
4,0.6093138264990727,1.1694035386928838
mean,0.6106222954873275,1.1713258129411428
min,0.6093138264990727,1.1694035386928838
