Template ID,MAE,RMSE
0,0.622913661652586,1.197781106730883
1,0.6231197197609726,1.197523029138187
2,0.6238409231403256,1.1996290380662558
3,0.625643931588708,1.2012382854804529
4,0.622347001854523,1.196726939537054
mean,0.6235730475994231,1.1985796797905663
min,0.622347001854523,1.196726939537054
