Template ID,MAE,RMSE
0,0.6116319802184216,1.178552584362165
1,0.6117350092726149,1.1808669416911382
2,0.6129713579229342,1.1822185223802637
3,0.6189470430661447,1.1911177904676753
4,0.616165258602926,1.1864377155652641
mean,0.6142901298166084,1.1838387108933013
min,0.6116319802184216,1.178552584362165
