Template ID,MAE,RMSE
0,0.6116834947455182,1.1779623516374065
1,0.6106016896764888,1.1748313600259013
2,0.6085411085926231,1.173515169426672
3,0.6171955491448589,1.1867850206963637
4,0.6145683082629302,1.1836338449538588
mean,0.6125180300844837,1.1793455493480405
max,0.6171955491448589,1.1867850206963637
