Template ID,MAE,RMSE
0,0.6114774366371317,1.1772624333631123
1,0.6119410673810014,1.1788148151562643
2,0.6129713579229342,1.1809541871247031
3,0.613434988666804,1.1818916687888634
4,0.6116834947455182,1.1773499459024164
mean,0.612301669070678,1.179254610067072
min,0.6114774366371317,1.1772624333631123
