Template ID,MAE,RMSE
0,0.6162167731300227,1.182501722413642
1,0.6151349680609932,1.18091056521363
2,0.6153410261693798,1.1835685596276058
3,0.6145167937358335,1.182044211712151
4,0.6116319802184216,1.1767153325382569
mean,0.6145683082629302,1.181148078301057
min,0.6116319802184216,1.1767153325382569
