Template ID,Hit@10,Hit@5,NDCG@10,NDCG@5
0,0.0783020811868947,0.06717494333402019,0.061257526089778885,0.057740508446277365
1,0.07763239233463837,0.06671131259015042,0.061023850631371085,0.05756955578184929
2,0.07794147949721822,0.06609313826499073,0.06078298972034248,0.057001564478517966
3,0.07737481969915516,0.06573253657531423,0.0598139497956942,0.0561025201695283
4,0.07696270348238203,0.0656810220482176,0.059434797038819966,0.0558512956138796
5,0.07794147949721822,0.06686585617144035,0.06137624447416644,0.05785658058052967
mean,0.07769249261625112,0.06637646816402226,0.06061489295836218,0.0570203375117637
max,0.0783020811868947,0.06717494333402019,0.06137624447416644,0.05785658058052967
