Template ID,MAE,RMSE
0,0.6092220504894384,1.1742778152673925
1,0.6100777989592457,1.1770689304106274
2,0.6066570486397362,1.166745178530459
3,0.6088211046990931,1.1739653142000257
4,0.6086754932770079,1.173457596341083
mean,0.6086906992129043,1.1731029669499176
min,0.6066570486397362,1.166745178530459
