Template ID,MAE,RMSE
0,0.6122501545435813,1.1753574235740498
1,0.6111168349474552,1.1750944212383398
2,0.6092107974448795,1.1693594858952678
3,0.6095713991345559,1.1703942882750187
4,0.6080259633216567,1.166293740010128
mean,0.6100350298784257,1.171299871798561
max,0.6122501545435813,1.1753574235740498
