Template ID,MAE,RMSE
0,0.6104986606222955,1.1762336733126177
1,0.6095713991345559,1.1746120973450522
2,0.6103956315681022,1.1750505817926629
3,0.6089532248093963,1.1718458724658145
4,0.6070471873068205,1.1691832581064752
mean,0.609293220688234,1.1733850966045245
min,0.6070471873068205,1.1691832581064752
