Template ID,MAE,RMSE
0,0.6231712342880692,1.198060628054238
1,0.6233257778693592,1.1983830716428554
2,0.623068205233876,1.1986624525913963
3,0.6244075829383886,1.2000369181765227
4,0.6235318359777458,1.1988988010046904
mean,0.6235009272614876,1.1988083742939406
max,0.6244075829383886,1.2000369181765227
