Template ID,Hit@10,Hit@5,NDCG@10,NDCG@5
2-3,0.06320832474757881,0.05728415413146507,0.05039989995731519,0.04857092370049347
2-13,0.06253863589532248,0.05749021223985164,0.04956542205389137,0.04796202244692522
mean,0.06287348032145065,0.05738718318565836,0.04998266100560328,0.04826647307370935
max,0.06320832474757881,0.05749021223985164,0.05039989995731519,0.04857092370049347
